period;format;download_path;download_mode;path;missing_symbols;inputs_folder;data_folder;ft_PME
2006.08;fwf;ftp://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Mensal_de_Emprego/Microdados_reponderados/PMEnova_2006.zip;source;NA;NA;Documentacao/documentacao/Layout;PMEnova_2006;INPUT.txt&PMEnova.082006.txt
2006.09;fwf;ftp://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Mensal_de_Emprego/Microdados_reponderados/PMEnova_2006.zip;source;NA;NA;Documentacao/documentacao/Layout;PMEnova_2006;INPUT.txt&PMEnova.092006.txt
2006.10;fwf;ftp://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Mensal_de_Emprego/Microdados_reponderados/PMEnova_2006.zip;source;NA;NA;Documentacao/documentacao/Layout;PMEnova_2006;INPUT.txt&PMEnova.102006.txt
2006.11;fwf;ftp://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Mensal_de_Emprego/Microdados_reponderados/PMEnova_2006.zip;source;NA;NA;Documentacao/documentacao/Layout;PMEnova_2006;INPUT.txt&PMEnova.112006.txt
2006.12;fwf;ftp://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Mensal_de_Emprego/Microdados_reponderados/PMEnova_2006.zip;source;NA;NA;Documentacao/documentacao/Layout;PMEnova_2006;INPUT.txt&PMEnova.122006.txt
2007.01;fwf;ftp://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Mensal_de_Emprego/Microdados_reponderados/PMEnova_2007_01072016.zip;source;NA;NA;Documentacao/documentacao/Layout;PMEnova_2007_01072016;INPUT.txt&PMEnova.012007.txt
2007.02;fwf;ftp://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Mensal_de_Emprego/Microdados_reponderados/PMEnova_2007_01072016.zip;source;NA;NA;Documentacao/documentacao/Layout;PMEnova_2007_01072016;INPUT.txt&PMEnova.022007.txt
2007.03;fwf;ftp://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Mensal_de_Emprego/Microdados_reponderados/PMEnova_2007_01072016.zip;source;NA;NA;Documentacao/documentacao/Layout;PMEnova_2007_01072016;INPUT.txt&PMEnova.032007.txt
2007.04;fwf;ftp://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Mensal_de_Emprego/Microdados_reponderados/PMEnova_2007_01072016.zip;source;NA;NA;Documentacao/documentacao/Layout;PMEnova_2007_01072016;INPUT.txt&PMEnova.042007.txt
2007.05;fwf;ftp://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Mensal_de_Emprego/Microdados_reponderados/PMEnova_2007_01072016.zip;source;NA;NA;Documentacao/documentacao/Layout;PMEnova_2007_01072016;INPUT.txt&PMEnova.052007.txt
2007.06;fwf;ftp://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Mensal_de_Emprego/Microdados_reponderados/PMEnova_2007_01072016.zip;source;NA;NA;Documentacao/documentacao/Layout;PMEnova_2007_01072016;INPUT.txt&PMEnova.062007.txt
2007.07;fwf;ftp://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Mensal_de_Emprego/Microdados_reponderados/PMEnova_2007_01072016.zip;source;NA;NA;Documentacao/documentacao/Layout;PMEnova_2007_01072016;INPUT.txt&PMEnova.072007.txt
2007.08;fwf;ftp://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Mensal_de_Emprego/Microdados_reponderados/PMEnova_2007_01072016.zip;source;NA;NA;Documentacao/documentacao/Layout;PMEnova_2007_01072016;INPUT.txt&PMEnova.082007.txt
2007.09;fwf;ftp://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Mensal_de_Emprego/Microdados_reponderados/PMEnova_2007_01072016.zip;source;NA;NA;Documentacao/documentacao/Layout;PMEnova_2007_01072016;INPUT.txt&PMEnova.092007.txt
2007.10;fwf;ftp://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Mensal_de_Emprego/Microdados_reponderados/PMEnova_2007_01072016.zip;source;NA;NA;Documentacao/documentacao/Layout;PMEnova_2007_01072016;INPUT.txt&PMEnova.102007.txt
2007.11;fwf;ftp://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Mensal_de_Emprego/Microdados_reponderados/PMEnova_2007_01072016.zip;source;NA;NA;Documentacao/documentacao/Layout;PMEnova_2007_01072016;INPUT.txt&PMEnova.112007.txt
2007.12;fwf;ftp://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Mensal_de_Emprego/Microdados_reponderados/PMEnova_2007_01072016.zip;source;NA;NA;Documentacao/documentacao/Layout;PMEnova_2007_01072016;INPUT.txt&PMEnova.122007.txt
2008.01;fwf;ftp://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Mensal_de_Emprego/Microdados_reponderados/PMEnova_2008_01072016.zip;source;NA;NA;Documentacao/documentacao/Layout;PMEnova_2008_01072016;INPUT.txt&PMEnova.012008.txt
2008.02;fwf;ftp://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Mensal_de_Emprego/Microdados_reponderados/PMEnova_2008_01072016.zip;source;NA;NA;Documentacao/documentacao/Layout;PMEnova_2008_01072016;INPUT.txt&PMEnova.022008.txt
2008.03;fwf;ftp://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Mensal_de_Emprego/Microdados_reponderados/PMEnova_2008_01072016.zip;source;NA;NA;Documentacao/documentacao/Layout;PMEnova_2008_01072016;INPUT.txt&PMEnova.032008.txt
2008.04;fwf;ftp://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Mensal_de_Emprego/Microdados_reponderados/PMEnova_2008_01072016.zip;source;NA;NA;Documentacao/documentacao/Layout;PMEnova_2008_01072016;INPUT.txt&PMEnova.042008.txt
2008.05;fwf;ftp://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Mensal_de_Emprego/Microdados_reponderados/PMEnova_2008_01072016.zip;source;NA;NA;Documentacao/documentacao/Layout;PMEnova_2008_01072016;INPUT.txt&PMEnova.052008.txt
2008.06;fwf;ftp://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Mensal_de_Emprego/Microdados_reponderados/PMEnova_2008_01072016.zip;source;NA;NA;Documentacao/documentacao/Layout;PMEnova_2008_01072016;INPUT.txt&PMEnova.062008.txt
2008.07;fwf;ftp://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Mensal_de_Emprego/Microdados_reponderados/PMEnova_2008_01072016.zip;source;NA;NA;Documentacao/documentacao/Layout;PMEnova_2008_01072016;INPUT.txt&PMEnova.072008.txt
2008.08;fwf;ftp://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Mensal_de_Emprego/Microdados_reponderados/PMEnova_2008_01072016.zip;source;NA;NA;Documentacao/documentacao/Layout;PMEnova_2008_01072016;INPUT.txt&PMEnova.082008.txt
2008.09;fwf;ftp://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Mensal_de_Emprego/Microdados_reponderados/PMEnova_2008_01072016.zip;source;NA;NA;Documentacao/documentacao/Layout;PMEnova_2008_01072016;INPUT.txt&PMEnova.092008.txt
2008.10;fwf;ftp://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Mensal_de_Emprego/Microdados_reponderados/PMEnova_2008_01072016.zip;source;NA;NA;Documentacao/documentacao/Layout;PMEnova_2008_01072016;INPUT.txt&PMEnova.102008.txt
2008.11;fwf;ftp://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Mensal_de_Emprego/Microdados_reponderados/PMEnova_2008_01072016.zip;source;NA;NA;Documentacao/documentacao/Layout;PMEnova_2008_01072016;INPUT.txt&PMEnova.112008.txt
2008.12;fwf;ftp://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Mensal_de_Emprego/Microdados_reponderados/PMEnova_2008_01072016.zip;source;NA;NA;Documentacao/documentacao/Layout;PMEnova_2008_01072016;INPUT.txt&PMEnova.122008.txt
2009.01;fwf;ftp://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Mensal_de_Emprego/Microdados_reponderados/PMEnova_2009_01072016.zip;source;NA;NA;Documentacao/documentacao/Layout;PMEnova_2009_01072016;INPUT.txt&PMEnova.012009.txt
2009.02;fwf;ftp://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Mensal_de_Emprego/Microdados_reponderados/PMEnova_2009_01072016.zip;source;NA;NA;Documentacao/documentacao/Layout;PMEnova_2009_01072016;INPUT.txt&PMEnova.022009.txt
2009.03;fwf;ftp://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Mensal_de_Emprego/Microdados_reponderados/PMEnova_2009_01072016.zip;source;NA;NA;Documentacao/documentacao/Layout;PMEnova_2009_01072016;INPUT.txt&PMEnova.032009.txt
2009.04;fwf;ftp://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Mensal_de_Emprego/Microdados_reponderados/PMEnova_2009_01072016.zip;source;NA;NA;Documentacao/documentacao/Layout;PMEnova_2009_01072016;INPUT.txt&PMEnova.042009.txt
2009.05;fwf;ftp://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Mensal_de_Emprego/Microdados_reponderados/PMEnova_2009_01072016.zip;source;NA;NA;Documentacao/documentacao/Layout;PMEnova_2009_01072016;INPUT.txt&PMEnova.052009.txt
2009.06;fwf;ftp://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Mensal_de_Emprego/Microdados_reponderados/PMEnova_2009_01072016.zip;source;NA;NA;Documentacao/documentacao/Layout;PMEnova_2009_01072016;INPUT.txt&PMEnova.062009.txt
2009.07;fwf;ftp://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Mensal_de_Emprego/Microdados_reponderados/PMEnova_2009_01072016.zip;source;NA;NA;Documentacao/documentacao/Layout;PMEnova_2009_01072016;INPUT.txt&PMEnova.072009.txt
2009.08;fwf;ftp://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Mensal_de_Emprego/Microdados_reponderados/PMEnova_2009_01072016.zip;source;NA;NA;Documentacao/documentacao/Layout;PMEnova_2009_01072016;INPUT.txt&PMEnova.082009.txt
2009.09;fwf;ftp://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Mensal_de_Emprego/Microdados_reponderados/PMEnova_2009_01072016.zip;source;NA;NA;Documentacao/documentacao/Layout;PMEnova_2009_01072016;INPUT.txt&PMEnova.092009.txt
2009.10;fwf;ftp://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Mensal_de_Emprego/Microdados_reponderados/PMEnova_2009_01072016.zip;source;NA;NA;Documentacao/documentacao/Layout;PMEnova_2009_01072016;INPUT.txt&PMEnova.102009.txt
2009.11;fwf;ftp://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Mensal_de_Emprego/Microdados_reponderados/PMEnova_2009_01072016.zip;source;NA;NA;Documentacao/documentacao/Layout;PMEnova_2009_01072016;INPUT.txt&PMEnova.112009.txt
2009.12;fwf;ftp://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Mensal_de_Emprego/Microdados_reponderados/PMEnova_2009_01072016.zip;source;NA;NA;Documentacao/documentacao/Layout;PMEnova_2009_01072016;INPUT.txt&PMEnova.122009.txt
2010.01;fwf;ftp://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Mensal_de_Emprego/Microdados_reponderados/PMEnova_2010_01072016.zip;source;NA;NA;Documentacao/documentacao/Layout;PMEnova_2010_01072016;INPUT.txt&PMEnova.012010.txt
2010.02;fwf;ftp://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Mensal_de_Emprego/Microdados_reponderados/PMEnova_2010_01072016.zip;source;NA;NA;Documentacao/documentacao/Layout;PMEnova_2010_01072016;INPUT.txt&PMEnova.022010.txt
2010.03;fwf;ftp://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Mensal_de_Emprego/Microdados_reponderados/PMEnova_2010_01072016.zip;source;NA;NA;Documentacao/documentacao/Layout;PMEnova_2010_01072016;INPUT.txt&PMEnova.032010.txt
2010.04;fwf;ftp://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Mensal_de_Emprego/Microdados_reponderados/PMEnova_2010_01072016.zip;source;NA;NA;Documentacao/documentacao/Layout;PMEnova_2010_01072016;INPUT.txt&PMEnova.042010.txt
2010.05;fwf;ftp://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Mensal_de_Emprego/Microdados_reponderados/PMEnova_2010_01072016.zip;source;NA;NA;Documentacao/documentacao/Layout;PMEnova_2010_01072016;INPUT.txt&PMEnova.052010.txt
2010.06;fwf;ftp://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Mensal_de_Emprego/Microdados_reponderados/PMEnova_2010_01072016.zip;source;NA;NA;Documentacao/documentacao/Layout;PMEnova_2010_01072016;INPUT.txt&PMEnova.062010.txt
